id,order_id,sku
cc1a6a59-add0-4331-9b0b-fe0d76e14e92,765493a5-6298-4d8b-873b-c043931b6a35,JAF-004
f7c7f16a-8d6e-4209-a5d0-795d3ba6d658,4ca395d5-b519-45c1-9ff8-e53637ae0dc7,BEV-003
d6c4b53e-77b0-4bde-9ad6-fe63f965abd1,71a115a9-a593-4f75-94ae-e82fa3f802ba,BEV-004
a52e67af-6f3a-4cb7-8748-1c61029e1e2f,9b5e47b5-eb4d-4d4c-bfff-165c40dc875d,BEV-004
f917a17f-21ff-42d1-b45f-434906498643,9b5e47b5-eb4d-4d4c-bfff-165c40dc875d,JAF-002
c3fe8c73-4900-403c-8a85-2d7481888db4,672dc7f6-f5b7-4e0e-8dc3-21c70cc9dff9,BEV-003
466c4edf-8a93-4f4b-a82f-d804063bab84,98225736-89cd-47dd-916f-8317a0287cc9,BEV-001
a60007f0-781a-4bd9-afb9-c3e8b53139c5,98225736-89cd-47dd-916f-8317a0287cc9,BEV-002
aac6dc50-a63d-409a-b4e0-9ffc17f4e664,0078b1a8-849a-419f-98a9-0952a73e4a71,BEV-001
fce08717-5ca2-4716-b9c1-4f0a3eb6511b,3c6c6cfd-7ea7-4036-a78e-6ab77d12fb88,BEV-004
9fb41c92-5ba6-4174-9af0-d9ae31104bec,d562de7c-a214-4ff1-89f8-24153e238b95,BEV-002
40640672-783e-4dc5-b0a2-914fbd0da65f,3df6c680-c88f-4250-8df6-58113a8ba98a,BEV-004
7c4f05ae-f85d-4adf-8f63-12841525caec,e8abbeb5-6e99-48df-b69c-4cd4671c24a4,BEV-002
cf3eb3d2-fbfe-48ee-8d98-84b8a8a09cb4,d68f472c-a23d-4cbf-a40a-2454b4f3227e,BEV-001
149f3066-4052-4dea-b301-9c1e56c9bef9,a69de1fa-b97c-4652-92aa-598cee0a897d,BEV-004
c0f0a360-776e-4783-92f0-d5eb32d4236b,51c077f6-db45-4c42-b1f7-999a8969c0a1,BEV-003
454ce812-0604-4f0f-a7c2-60b5b1c0f6ec,560405cd-84b8-4456-9ece-226b6ab61d87,BEV-005
5b77f97d-08da-4ee4-b575-42260673d84f,89d08594-1b4f-4613-9bb2-ec1adf842276,BEV-001
416e248b-146a-4108-b59b-2ca8a0ba47a7,9615c13c-47de-419e-b0af-db8796c35ec6,BEV-005
dc80c14c-1067-4d59-8ea7-c1bd7a8ef446,494cf822-50fe-4ef6-8d30-6e8a4ab82f60,BEV-003
8ae33575-200e-40ea-8492-941718933017,494cf822-50fe-4ef6-8d30-6e8a4ab82f60,JAF-001
9aa9a952-9b9a-4877-bd29-cb9b100c2027,0354793f-da46-4bc0-b2e0-ae6d83ce8fb6,BEV-001
6a184eca-aa5e-4ae0-a4fe-84d89842e4ac,aac24302-9ede-4193-9b6a-be9089559bce,BEV-001
f069db6e-7d0c-4737-89c7-042368512895,04e21f8c-187d-4f45-96aa-0075a2071160,BEV-005
0d316ddc-ffa5-4903-ac7f-652043d19bde,04e21f8c-187d-4f45-96aa-0075a2071160,BEV-003
a73623e5-70bc-459c-aa70-b16d92fbbe02,04e21f8c-187d-4f45-96aa-0075a2071160,BEV-001
3dd43494-4621-4585-b323-432186d35e69,5f1445f6-d826-4ee3-8931-560d58919a6a,BEV-005
10cec3cc-6526-41a1-b3e6-5a9ead665271,ce582298-b7d6-4889-8f80-3cb973b25901,BEV-004
b4d1acb5-ff9e-41f6-b8c6-b24c32d1144b,50154cbb-fbb4-4d11-a12f-8aa8ade9205b,BEV-003
75b96509-5ffc-4fcc-8226-ec1d7f80f6c1,c008ed07-785a-4f85-a316-0f1d27606866,JAF-003
4a722d6c-b51d-426b-8e88-798592aded75,c008ed07-785a-4f85-a316-0f1d27606866,JAF-003
138f0e03-d318-4a70-818f-7b15c6afbbd0,a860feb9-56b9-4e2c-a3b3-a152dbbb0cc6,BEV-002
4dbb2a08-f537-40ad-8230-80bd2841d187,a53ea609-19ca-49b5-914a-68409931ab23,BEV-001
13ce7cbd-687f-423d-b719-3103800fd1d2,669bd7ce-ee1b-4423-b075-75c25ba78120,BEV-003
2832241e-a4b9-4592-933e-439caae7c55d,d30d2222-8a07-4e01-84fb-679683b7ffe8,BEV-001
b9e42ab8-1efa-4e56-a363-868035a48161,9c1ccfc5-a24c-48ff-a5ee-485de2f54906,BEV-001
aecf9761-97a4-4a0b-8dcf-696addfa9345,9c1ccfc5-a24c-48ff-a5ee-485de2f54906,BEV-005
5457b673-e057-47f8-b4da-3bab000b8072,9c1ccfc5-a24c-48ff-a5ee-485de2f54906,JAF-002
a4e6ba39-192b-4ad3-a372-12dcda14391a,9c1ccfc5-a24c-48ff-a5ee-485de2f54906,JAF-002
1eb849ca-d8ff-469e-b8fe-af7172bf6945,9c1ccfc5-a24c-48ff-a5ee-485de2f54906,JAF-005
be18a5f4-1718-47f4-95c6-bd283a96ce60,2008c5a2-5009-4e02-8931-a7f4525d0e47,BEV-001
1ea21a03-25be-4fa8-8c7f-c390f12ea9b7,6ef28b85-ddb9-4de9-899f-dda5e0c7de7c,BEV-005
c6c07862-2bf4-42e7-8735-4124b29d483e,6ef28b85-ddb9-4de9-899f-dda5e0c7de7c,JAF-003
ca33f62d-48aa-4681-8bbf-82f0616d6982,8e9df630-6599-49b3-a3f4-27999044ff07,BEV-005
01c509c7-f72b-4399-99c2-43dcb9665536,8e9df630-6599-49b3-a3f4-27999044ff07,BEV-002
556b904d-95be-4f01-8a1c-8b5a1f52f4be,aee137e4-8921-4fe3-abaa-0aaabf0574b7,BEV-004
a4f1600a-3486-4f47-adc1-61974afc4065,e07f34d9-f547-454f-b31e-7892cb0010d5,BEV-001
fe33e088-bdf8-4c29-81b0-126d335426e9,f822319a-13c8-4ade-b35a-a54a831162ab,BEV-001
91a13dba-e72b-4649-bd7a-d632265a1bb6,f822319a-13c8-4ade-b35a-a54a831162ab,BEV-002
abcafe41-f1c1-457e-8a84-e7863e97164d,3cd862dd-d607-4e1c-a23e-762e15936020,BEV-003
c3f53e38-94b4-44b5-bf9b-292a368a4a78,3cd862dd-d607-4e1c-a23e-762e15936020,JAF-001
0493984e-3cff-490e-be16-eb8f3b7ee94f,e4547596-fef2-449d-97c7-dfc0f9544775,BEV-003
0be9dd95-c5d2-4d7c-a695-ab3451a76037,ded98610-a297-4978-b95d-5c3f1921482d,BEV-001
56bbb963-ab1d-4e0e-b8f2-8aaedb43e9e1,7016c6aa-d3a0-4402-a6d2-02d3b6d03201,BEV-001
135433be-2448-4f51-9eee-6feacdb5c0fb,87395dd5-edec-4aed-9722-51711227e948,BEV-004
e12d0d5a-b174-4690-aa61-601ddf36f4d0,415fdd5d-c43e-442b-a14d-036965922862,BEV-004
4e493512-544c-48e3-bcaf-82e6186fa1fb,fb89debd-7078-4f1a-aeab-ffbf5b90697b,BEV-003
b3c66a6e-246e-4751-b678-8429f634a347,10df31d8-78a4-4d60-b0fe-d0d2d055f5ba,BEV-002
a41d7300-43ba-4e3b-8a4c-9a3ef1ecad35,d39433be-2f46-428b-ae41-f9daad795685,BEV-001
3ae1b3ef-0468-4938-9882-1287c80aa872,eb0fc437-a297-40ef-8460-98468a799c10,BEV-002
6328a644-aabe-44d8-aeac-189633f1a4ec,e5ac72c7-674c-4348-805f-7ce41f874b68,BEV-002
a17590f5-3a2c-4f45-9957-47f1b6673d6f,e5ac72c7-674c-4348-805f-7ce41f874b68,BEV-004
ce531202-c66f-4ae6-bbe8-575416c93c43,b394cc97-c165-402d-8c9e-a6a34f18fdab,BEV-001
2e9e7ad5-66ee-4e76-8640-01b7f11da7b0,7157be03-d258-4f63-b0c7-9985a1fd7af6,BEV-001
6d46c153-b9df-484c-ab44-061ea767561c,a43699ee-f529-4285-a83e-d0b238e0dece,BEV-002
4cbd3673-6667-4dfa-8a46-5c1e86c27670,2a54eff5-4fee-4db3-807f-548d02ee9469,BEV-003
0c2db610-6a2c-44b8-8005-5d02db317c8c,11dd2378-c12e-4d92-bb4c-3d7ee7caa1a7,BEV-001
9905e2c7-c026-4a8d-9189-d79f1a8db3df,11dd2378-c12e-4d92-bb4c-3d7ee7caa1a7,JAF-005
cbd2f44b-c2c3-495f-b4f3-27568e8e49be,16f23265-0b89-4b94-8695-d144c83ad904,BEV-005
057ea71a-5570-4926-ba5b-e301b937cdd8,fdb91fc1-c9c7-446d-b8f9-7440513c4c5e,BEV-003
86f6393a-ddb1-4795-9925-faff813ba4fc,cb1d6753-3c85-4266-9202-cc6aa97d98b4,BEV-005
91eac4bf-4da6-4599-ac65-4d045e0efb5d,556326ba-9b78-4272-aacf-d158bf728421,BEV-003
6ba9b021-6775-45e4-a742-586bc00596f2,ca34757c-b5bb-4f8c-8c77-f5132a28e863,BEV-001
17a49f61-167a-45df-9c0c-7beb7a705ff5,00702550-b488-4e28-a7b9-87d5d4fd2ddd,BEV-005
c856bdce-acaa-454c-a0bd-46f0d6ae960d,00702550-b488-4e28-a7b9-87d5d4fd2ddd,BEV-003
2e0c4c9c-ba0d-4123-bd39-713ad45976f1,00702550-b488-4e28-a7b9-87d5d4fd2ddd,JAF-001
c1f2416d-cfcb-47b5-9d9a-9ee7e2fe1919,3dcb74ef-ef12-465a-8da1-b51cffd8ab97,BEV-003
6b5b400c-753e-47cd-94da-47b4acd2bbc1,cfc101a4-4e6f-4ad9-9a9b-460b51328599,BEV-005
1d3efc3f-2629-422e-b9b2-0da12436c9fd,0c1c13ac-f63a-471f-9ec7-57af06e95290,BEV-005
0ebca3fd-aeba-4ee5-83b9-f69a85939e71,3ecf23ff-fd13-46b5-97a4-728e9a430a71,BEV-005
80c6c65f-134f-4228-80c7-1c39ebf4e7d1,b06224d5-c491-457e-bc83-2d3e019ef06b,BEV-005
b58cec32-a480-453b-b98e-c016c57c8e95,0dac93fd-9e57-44db-98b7-ed54e410a56e,JAF-004
1e0678ef-326b-4ee7-b425-39535f00961e,264aabc3-ba45-449c-a463-b5f3a7890a7f,BEV-001
b2e3f198-ad34-48e4-a405-469a4dae6a69,1144d93e-2a66-4823-a82b-97f408476cbe,BEV-003
36039920-4cbd-40b0-bd85-1c5f02deee21,87e8bce0-600b-4a45-9cf3-264939562917,BEV-002
0a64db72-e6f6-48f4-a809-1bd7ddb4c3b3,87e8bce0-600b-4a45-9cf3-264939562917,JAF-003
a118eafd-6bf7-4204-b3dc-8887b8d6c996,807156dc-f46e-4523-9431-2fc2b159bb40,BEV-001
12d6cc87-d00f-4462-9dfa-4c08ecb9d036,aee7a43a-9096-4401-a2ea-361eb43b450d,BEV-004
d04454ae-1ddb-4336-97fd-50dfa3e79ac6,a1d34587-2cbe-4aa0-adc1-140106b2fd3e,BEV-002
e31881c5-752f-42e6-adfc-0f8c832a669e,8714801d-c80a-4927-8969-61c391c57cc4,BEV-004
748c7157-e8e6-47b6-a822-627bfd022ae0,2c6108a4-ac1c-4bc7-acec-865e71f8893b,BEV-001
f9c53f9a-369b-46bb-b830-96ff7c8356c4,97b4844d-21fc-43e9-8a5f-3ba141ccceba,BEV-003
44be6d79-6c64-46fe-af1a-e4ba7c4b52d5,97b4844d-21fc-43e9-8a5f-3ba141ccceba,JAF-004
2efdd340-a836-4161-aac1-f2e3285763ea,09c0cd3d-5550-4c41-86ea-c03f9bdc77d2,BEV-001
a58eb8d9-185d-4878-bf14-20ffa496c4fd,09c0cd3d-5550-4c41-86ea-c03f9bdc77d2,JAF-001
354b4a09-874d-403a-92b0-1b7cd64b9203,589366dc-f29b-48f9-988e-e452a9ee926c,BEV-001
92af084f-bdd0-45dc-b6d0-1688f72f0ddc,e9e817ac-eea6-4d10-a2f9-0ecab090ef90,BEV-003
727f1972-ed19-450a-94c7-8ea29cbeee07,e9e817ac-eea6-4d10-a2f9-0ecab090ef90,BEV-005
ab613e8b-1ff9-4757-858a-69d948a0daab,b6198c8c-8b00-464b-b4e9-7b3bc5000a71,BEV-001
8b1a11e3-f351-4ad9-8932-4a74a016ef93,0d611e00-bbdf-4c56-8eac-8a2838289dad,BEV-005
291825ab-8ba4-4e27-a06c-c01c47c5dda1,c6db0933-4afb-45f6-916f-eaa297ec3629,BEV-001
a4b3ac29-a5b6-4bd9-989d-34f5569538ee,49f313ae-2fba-49f5-be51-0dff91cfbfa1,BEV-001
a011e1b3-fd10-4560-b247-4b6a27b73243,24d8b4f3-8569-4609-8073-a455dc5a4ca4,BEV-003
fd652097-136f-4764-a105-6975c551aedd,c6998627-0838-466e-a335-d32c55fd1748,BEV-002
2306b432-918e-48c6-93da-54f55fdec55b,ace36e8d-b57e-4395-b348-c1c5234cc4ac,BEV-005
9334de36-d1fa-4edb-9e7f-90bd6c855c63,ace36e8d-b57e-4395-b348-c1c5234cc4ac,JAF-002
b0f9d842-682f-4524-8395-9bec4f2242c2,899ec395-7d28-40df-8914-730e4ae41df7,BEV-004
02a6f25a-a0b9-4b18-97a7-3d4eb16f3360,b252d44c-8bf2-49db-9614-2336f503d594,BEV-002
3d584a0b-645d-45d9-8b6f-c4abee7341d2,b252d44c-8bf2-49db-9614-2336f503d594,BEV-002
e1170c24-beaf-4604-b111-ff31aba885f1,b252d44c-8bf2-49db-9614-2336f503d594,JAF-002
2ca8d7ce-8d43-4dc4-a6b0-11a5c254d7fb,517db02e-20a2-4e7c-a045-ac04c8d03713,BEV-002
d81e5b9e-6ceb-4d8c-8565-ddb1de4cc655,517db02e-20a2-4e7c-a045-ac04c8d03713,JAF-002
1ed759db-325a-40ad-8832-ef6abf5baa14,c44e3365-cb98-410a-bb26-e711cffa2434,BEV-004
85bdc3b4-02c9-4f36-848d-97f4e79e91c9,528273e8-4c5b-4f98-91c2-31dfb99d3e00,BEV-002
6f23bb68-cdd9-4794-9f24-f4b979faf7bc,c169c144-b139-401b-a598-2ce107b479b1,BEV-003
6d18d42c-f3b0-4fdc-960d-2622322e3592,c169c144-b139-401b-a598-2ce107b479b1,BEV-004
ec8e2078-0f04-4201-b73a-215e4e446fea,c169c144-b139-401b-a598-2ce107b479b1,JAF-002
13d33145-d918-42a7-ba6b-345ef159905e,fcd8e1df-2f22-4a7f-bff6-3b785500ef4c,BEV-002
aaa043fe-0dc3-4fc8-ab21-438b40d521e1,3a6fd06f-c475-4fb7-8c4a-d195b994120a,BEV-004
72f96a4d-a1cb-49df-b682-2922aebc04c9,7e2c4388-0189-4184-96aa-666f84ab1f0e,BEV-003
b27906b2-541e-4758-af9b-275d2a605ad3,ae0c7118-f01c-4097-a2c6-221b18286e60,BEV-003
3251d51a-5704-4328-8b7f-56fb7ac05062,ebecddda-37b7-499c-b8b7-0db576b6add3,BEV-002
25c7d742-8ab1-4e98-9202-2cf754726aec,ebecddda-37b7-499c-b8b7-0db576b6add3,BEV-004
e21e7361-afb4-4539-9ef8-b39a4cd236d6,ebecddda-37b7-499c-b8b7-0db576b6add3,JAF-002
b768d44c-2784-4ffe-a6fd-4f2e6191f615,ebecddda-37b7-499c-b8b7-0db576b6add3,JAF-004
cdee654e-97c0-4f7c-ad9b-9a9a3447386a,7af6be24-b2b1-4139-817c-7757d7c8a793,BEV-002
9d258707-23f9-4a56-a460-1b60048607a4,7af6be24-b2b1-4139-817c-7757d7c8a793,BEV-004
4619c8a0-287d-4f8c-8482-5b2af7e43675,7af6be24-b2b1-4139-817c-7757d7c8a793,BEV-001
bc091cd6-8648-4960-913f-0960141984b9,7af6be24-b2b1-4139-817c-7757d7c8a793,JAF-003
159b22b4-4fdd-468c-b733-21feb024262b,7af6be24-b2b1-4139-817c-7757d7c8a793,JAF-002
ceec56b5-a505-4f1c-ad27-74a32826bb02,7af6be24-b2b1-4139-817c-7757d7c8a793,JAF-003
eaa9899b-f4a1-470b-9ab0-54ad7045d36c,ce5abb30-33b5-4b3f-aa96-7f86e6d6f4e5,JAF-001
ffdcb9d7-3afd-493c-91d4-a179da827661,48fbd12a-9951-4476-87b1-4d7703d27e9c,BEV-004
f9e2d505-aeff-4c86-886c-ee45eb15526b,9060ac2b-4feb-4b4b-ad19-e7a445edaaa0,BEV-005
9ca33739-8526-47d7-925f-9faeedd5dd7a,9060ac2b-4feb-4b4b-ad19-e7a445edaaa0,BEV-005
089af9dc-b84c-421f-8983-eaef6cb5ba51,9060ac2b-4feb-4b4b-ad19-e7a445edaaa0,JAF-003
42f0a9c2-be90-4b64-a9b6-de9828f4ff71,9060ac2b-4feb-4b4b-ad19-e7a445edaaa0,JAF-001
958b4bb0-c69b-40d8-863d-a92c24a3b54a,303965c1-766f-4107-8c5a-52a7d63247e5,BEV-005
bb7b4eef-9cb4-44be-abf9-48fb99c73b41,da1981bc-ca9c-4d17-a255-b49b5fbe45ce,BEV-004
8822c24c-2a0c-4746-bac4-1aae9389347e,da1981bc-ca9c-4d17-a255-b49b5fbe45ce,BEV-004
e1335eb5-25ec-461a-a536-c016f18bfe62,da1981bc-ca9c-4d17-a255-b49b5fbe45ce,BEV-002
f92ca384-4ac5-4c70-bac6-c4a00e6d2cd4,5dcd1dc2-bf9e-485a-86aa-3e78dee5a41a,BEV-003
91369446-3539-4492-b41e-12246b3973f7,5dcd1dc2-bf9e-485a-86aa-3e78dee5a41a,BEV-004
bda1b6d0-6f4f-4d46-8279-9ae916660f23,5dcd1dc2-bf9e-485a-86aa-3e78dee5a41a,JAF-005
32b03ec0-0a6d-4809-aa2a-2bcb7c24be00,5dcd1dc2-bf9e-485a-86aa-3e78dee5a41a,JAF-005
d4db4e4d-3cf6-4b9f-a6ed-425158a4229e,d9bc17c1-5dff-4aa5-8927-c54ad0bdb6e9,BEV-002
38f0bdaf-f8d2-4488-a31b-34fdd7847319,0e4e0200-d39d-401f-beb0-89f3a21ced87,BEV-004
d2738620-b00f-4108-b851-bce458c3f35f,03389654-7e1b-446b-ac68-266cc5be866b,BEV-005
f46e2e5d-0d27-442b-a0e8-bd046f374197,0e3b3247-3d60-4ee5-ba7f-7baeb76e328b,BEV-001
f03c7c7c-9f73-4b98-a7b1-4b444878a0e5,0e3b3247-3d60-4ee5-ba7f-7baeb76e328b,JAF-005
e0d3ec37-8930-414c-bc9b-6a2a5170dcaa,0e3b3247-3d60-4ee5-ba7f-7baeb76e328b,JAF-001
ddef1300-cd2f-4aa9-924d-d44e10dece20,15c4daab-57e6-4ada-8fec-ce4f872c3f94,BEV-002
f0d0ecfd-b0fb-4a50-bd2e-37d936bd0fb8,312a29fa-97ac-4fb4-ac0e-fca4f21949a7,BEV-004
b41fa7b7-dc0f-49e7-9599-ae585e974171,a325c071-9f92-490e-826a-e6635bc671f8,BEV-004
a2cd22a1-27b8-4d96-982c-983f4de25804,aa12d652-1f87-498c-8409-5a05d62fb6f2,BEV-004
e2d421c3-7be4-45a2-b51b-a37926330265,1ef4446c-5bbe-4e57-951b-966aec42133a,BEV-002
4c905c90-30be-4a29-9825-05abee75863d,1ef4446c-5bbe-4e57-951b-966aec42133a,BEV-003
f7fdc292-5cfd-422f-8313-71b9ce4bb370,6b509e78-8f5a-42b3-9921-63069d4b7bd1,BEV-001
bda0dfc6-c055-400a-bf36-be02eb79814f,6976640a-bad8-4c55-864d-7241aadb268c,BEV-004
5acb419d-eaf6-46fc-bc1d-965a85d0539c,79ecf404-d19a-4ffe-b047-1480c8016875,BEV-005
bea86797-80f4-4c95-8498-2c984e0aa41e,79ecf404-d19a-4ffe-b047-1480c8016875,BEV-005
da034617-38b7-4f30-b9b8-89a2cf8165c6,79ecf404-d19a-4ffe-b047-1480c8016875,JAF-001
35775a1f-40bb-4172-bc82-dc52295f8579,79ecf404-d19a-4ffe-b047-1480c8016875,JAF-002
a6803d49-7396-464a-a56c-a69f0622c96b,3916aa22-3a78-49b2-bcd0-51424be659e5,BEV-002
ae48a6d9-0e67-4eb6-8ba1-ccf2bb7dccd1,3916aa22-3a78-49b2-bcd0-51424be659e5,JAF-002
538b861b-18ce-4a5c-9664-98d19ce1e866,a4e3a3d1-e3b2-408a-82df-166a9313e73b,BEV-002
783450a8-9031-4330-a27c-720ce75f74ac,a4e3a3d1-e3b2-408a-82df-166a9313e73b,BEV-005
b11eb4f9-73fc-490a-9bca-16651941e750,a4e3a3d1-e3b2-408a-82df-166a9313e73b,BEV-004
748a4e32-46d5-471b-b444-eb3ce816e1f5,a4e3a3d1-e3b2-408a-82df-166a9313e73b,JAF-004
e1a5dcd1-1e00-447e-b320-aeac50ba9f33,a4e3a3d1-e3b2-408a-82df-166a9313e73b,JAF-004
bed88adb-235f-4fc4-b219-24f731478a57,a4e3a3d1-e3b2-408a-82df-166a9313e73b,JAF-005
a98ae5f3-316d-468e-ace9-7e87de8a3aa5,2176c806-5076-4ea8-9ff1-13973ead0a17,BEV-004
0d383be1-a8cc-47a0-afbf-c576415c0a03,2176c806-5076-4ea8-9ff1-13973ead0a17,BEV-001
6024bf3a-f032-45a5-9d51-ad5c399ebae3,2176c806-5076-4ea8-9ff1-13973ead0a17,BEV-005
a0b8b06f-9bad-4400-8c86-7bbc26b3ef21,2176c806-5076-4ea8-9ff1-13973ead0a17,BEV-003
eabe14f7-b778-4148-9e46-ad5827d8ab8e,2176c806-5076-4ea8-9ff1-13973ead0a17,BEV-004
b9d31c9c-fa61-4d5c-9224-c62c4403b2dc,2176c806-5076-4ea8-9ff1-13973ead0a17,JAF-001
048eb174-4f8e-436f-9395-ab8dd8b1e9f8,2176c806-5076-4ea8-9ff1-13973ead0a17,JAF-005
46b84744-2a28-44e5-be22-9db79e160ca0,2176c806-5076-4ea8-9ff1-13973ead0a17,JAF-002
f9523c34-5a16-4d6b-8958-984fdcebfb0e,2176c806-5076-4ea8-9ff1-13973ead0a17,JAF-004
4019a0d2-18ca-4823-871b-825def9a0539,2176c806-5076-4ea8-9ff1-13973ead0a17,JAF-003
8802d993-fcac-4856-b523-a978252c4293,0c6aa03d-c6c4-45d0-b9e2-cfffba99c9b1,BEV-001
752298de-ef47-4d6f-86c0-846dbf019262,f4de12f2-55a6-4701-ae49-2279cdd4e095,BEV-002
830d1018-2008-41a9-9ba7-ebae2c0bbdf8,04ede2f1-b4a8-41a5-ab5f-2543cb9f87ce,BEV-002
4b5a6ced-ba22-4a42-9ce5-1e7a2d414c66,f616a543-080d-44f6-ba4f-6b82b16dda4d,BEV-004
d0ecd4dd-057e-46a5-a14e-b42d2d46ed71,66f74842-63c2-4ae5-8862-2fd36ca1679e,BEV-005
ba55817a-808b-4b25-9d45-75bfd00a2d19,66f74842-63c2-4ae5-8862-2fd36ca1679e,JAF-001
5a7c3e50-ce56-4aef-a8da-784c8f9d98b5,be873831-ba63-4504-a298-1234a48994a6,BEV-005
211d74e1-dbe1-4755-8c05-db2147fd27bb,9b4b6796-5522-4f26-b8fe-e0ac150cf8ba,BEV-002
