ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
858944f4-04c5-4997-9572-ca8f0c21a34e,69731d27-9caa-46cf-8933-d01e29b20043,2016-09-01 14:40:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
bc68477b-4ec1-4f03-b995-7cb63a416ff7,7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,2016-09-01 13:10:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
794c6b62-8a7e-4544-8c33-787526954ea9,861181e6-5d97-48a8-bbe4-226caa976140,2016-09-01 07:53:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
73722d30-f481-4e28-bf1d-7e329a44821a,cc1816db-c3dd-4c16-8ea7-18fe313472b9,2016-09-01 07:01:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
855a3a5a-bbfc-48eb-a5d6-65210b31fc3e,1bf35f99-4627-4c80-a5f8-0797538eaf54,2016-09-01 11:15:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
d6287f02-006c-4d86-ba3f-bb97df240f0b,96f4e93c-c759-4fc7-b4a3-c8a153858bea,2016-09-01 14:20:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1700,102,1802
b8f5588c-ae9e-444a-af90-706002f0827f,6faa20a4-1e8f-43a8-9a45-33ae5f675190,2016-09-01 08:47:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
d1f4fa79-94fd-456c-a45e-f4e36eb682b1,5bbca380-854e-47a4-ae5c-fd631650a115,2016-09-01 08:05:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
bb3b4aee-7798-45b1-a7bc-e01dfac27712,84ee8f13-e5a2-4988-8f65-daa65801c5d1,2016-09-01 08:15:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
b18e35cc-6763-46e5-8f1c-219ff503eed1,e4bced79-6e2c-4b22-a6d5-199ed87ca7ee,2016-09-01 12:25:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2200,131,2331
761784c2-53b8-40d5-ba86-e9bfabbcbe2a,3f1fc492-e8ed-4840-97a0-a56592fdc1d9,2016-09-01 13:09:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
68b3304b-ccc6-4782-95c7-2c9eaf137684,3483e39a-260f-4974-9366-50c2d833307f,2016-09-01 07:23:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
2751ae3f-c2ec-4e5c-bdca-26413f0aa6f5,0b4a904c-b6d7-4355-b1ff-3744b3831112,2016-09-01 12:20:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
0f04c8bd-b44f-4593-9520-752bddd6a132,3c7a4cde-d92b-4d90-a731-9c0461ae8c90,2016-09-01 08:11:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
1c7f2b68-7072-4b86-b6b6-61cbbb7eeb8d,9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,2016-09-01 08:19:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
1b8c7237-53f8-490a-98d5-6d797db4e72f,bbe9e834-7071-42d6-8970-aa7301b72ec2,2016-09-01 09:16:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
5cb4bf6b-c29b-4451-9bbf-27c112385a43,a311b0c8-1b63-4405-8097-09a984512389,2016-09-01 08:07:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
e6beb067-46a2-4cc3-8828-9166c1dd5074,24ea0325-a7d6-4388-b86c-7b51e5805b26,2016-09-01 11:59:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
e6b014b6-be80-40bc-846e-3adeaca26aa4,d6de888a-0aee-4f77-a7d4-daba8f0da415,2016-09-01 07:29:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
95e7cad8-919c-4a99-8141-9dcebd51b6cf,3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,2016-09-01 17:01:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
43443c2f-6eb7-4dbf-86e9-a0ed286d161c,5ed25035-4723-4154-823d-a8c8b4c02e51,2016-09-01 08:17:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
765493a5-6298-4d8b-873b-c043931b6a35,531465bc-638f-4adb-9b47-cf0c1dc55550,2016-09-01 13:27:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2700,162,2862
4ca395d5-b519-45c1-9ff8-e53637ae0dc7,d47a83f3-a765-4a20-b40c-e0993cf00e4f,2016-09-01 07:54:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
71a115a9-a593-4f75-94ae-e82fa3f802ba,4b8b181e-668e-45d4-a8e3-7180a41cf064,2016-09-01 13:33:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
9b5e47b5-eb4d-4d4c-bfff-165c40dc875d,6d91807a-84e4-47c1-8e47-925d52e0dd48,2016-09-01 09:44:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1800,108,1908
672dc7f6-f5b7-4e0e-8dc3-21c70cc9dff9,848485f0-198f-4efa-8335-707db71a7434,2016-09-01 08:45:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
98225736-89cd-47dd-916f-8317a0287cc9,90b6264d-1278-47c8-a418-6498aac365ba,2016-09-01 12:00:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
0078b1a8-849a-419f-98a9-0952a73e4a71,18b69140-479d-44b6-8369-04a49414f975,2016-09-01 09:51:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
3c6c6cfd-7ea7-4036-a78e-6ab77d12fb88,4dc2aa9c-8633-4861-b795-5b285cf76a1f,2016-09-01 07:49:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
d562de7c-a214-4ff1-89f8-24153e238b95,1076f00e-5dd1-41d1-b2a5-0c59e18a5310,2016-09-01 07:12:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
3df6c680-c88f-4250-8df6-58113a8ba98a,9bac4be0-d703-4f1d-a088-1bdb362d3246,2016-09-01 07:31:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
e8abbeb5-6e99-48df-b69c-4cd4671c24a4,0872893c-bf01-4853-b91f-a1cc0263fedf,2016-09-01 08:26:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
d68f472c-a23d-4cbf-a40a-2454b4f3227e,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,2016-09-01 14:56:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
a69de1fa-b97c-4652-92aa-598cee0a897d,1435b563-f156-4cd8-9f3d-6224260e26a4,2016-09-01 09:19:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
51c077f6-db45-4c42-b1f7-999a8969c0a1,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,2016-09-01 08:26:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
560405cd-84b8-4456-9ece-226b6ab61d87,b4413ac0-2fc9-4c91-b188-71c109d9be8f,2016-09-01 07:21:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
89d08594-1b4f-4613-9bb2-ec1adf842276,2dbed2c3-1c68-4b90-a343-39b51de57b45,2016-09-01 18:49:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
9615c13c-47de-419e-b0af-db8796c35ec6,b0da7a9b-77d7-407d-8506-51705503fa05,2016-09-01 08:25:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
494cf822-50fe-4ef6-8d30-6e8a4ab82f60,c5dde410-2c70-486e-bb0d-974b2798825b,2016-09-01 12:48:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1700,102,1802
0354793f-da46-4bc0-b2e0-ae6d83ce8fb6,5d59a09d-7696-4e1b-a171-abe3b79fff2d,2016-09-01 07:29:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
aac24302-9ede-4193-9b6a-be9089559bce,ddd9ed38-6351-4568-b08c-8f6c92cb84a8,2016-09-01 13:41:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
04e21f8c-187d-4f45-96aa-0075a2071160,9368e74c-0581-4d77-9358-94e415a80423,2016-09-01 11:01:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1600,96,1696
5f1445f6-d826-4ee3-8931-560d58919a6a,2609004e-90a8-450e-98f3-5ebc16841cd5,2016-09-01 08:07:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
ce582298-b7d6-4889-8f80-3cb973b25901,3870073a-f764-4a2b-bc64-18e4569bf784,2016-09-01 10:27:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
50154cbb-fbb4-4d11-a12f-8aa8ade9205b,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,2016-09-01 08:30:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
c008ed07-785a-4f85-a316-0f1d27606866,43217606-3354-4bb8-b967-c358331d8375,2016-09-01 12:04:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2400,144,2544
a860feb9-56b9-4e2c-a3b3-a152dbbb0cc6,a7cebb21-0f26-4834-8a09-e3269b21a77b,2016-09-02 09:44:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
a53ea609-19ca-49b5-914a-68409931ab23,05fae288-07c2-4e99-a945-fa3fbfa123ed,2016-09-02 11:45:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
669bd7ce-ee1b-4423-b075-75c25ba78120,d9464bcd-0a19-4058-8fc1-bea843e6c339,2016-09-02 15:41:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
d30d2222-8a07-4e01-84fb-679683b7ffe8,847d46dd-9721-4351-8bef-5c2292b57d6f,2016-09-02 08:14:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
9c1ccfc5-a24c-48ff-a5ee-485de2f54906,1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,2016-09-02 09:42:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,4400,263,4663
2008c5a2-5009-4e02-8931-a7f4525d0e47,5261268c-aa94-438a-921a-05efc0d414ac,2016-09-02 07:48:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
6ef28b85-ddb9-4de9-899f-dda5e0c7de7c,5a589b0f-69ac-4256-aea8-df379845f417,2016-09-02 12:13:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1600,96,1696
8e9df630-6599-49b3-a3f4-27999044ff07,47e4f30d-f965-45df-8474-93d5aeaf7cb2,2016-09-02 13:05:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,900,54,954
aee137e4-8921-4fe3-abaa-0aaabf0574b7,2660b7ac-6c46-4392-8ddc-26194c532341,2016-09-02 08:05:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
e07f34d9-f547-454f-b31e-7892cb0010d5,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,2016-09-02 14:35:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
f822319a-13c8-4ade-b35a-a54a831162ab,28447ab4-5e16-465e-acd1-7fcacd2d97e2,2016-09-02 15:04:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
3cd862dd-d607-4e1c-a23e-762e15936020,7e52ce3f-191d-4d27-a0a8-76706fd6173c,2016-09-02 10:57:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1700,102,1802
e4547596-fef2-449d-97c7-dfc0f9544775,d82c6a2f-7e02-40de-81c3-c42ef14d8460,2016-09-02 12:47:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
ded98610-a297-4978-b95d-5c3f1921482d,013b644d-5645-44bd-8ca3-d7d254b2ba18,2016-09-02 16:44:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
7016c6aa-d3a0-4402-a6d2-02d3b6d03201,2480125c-2d37-405c-96b9-ca32b2c75b33,2016-09-02 08:17:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
87395dd5-edec-4aed-9722-51711227e948,66983396-cb40-4613-8d6d-306b8f9ca5c4,2016-09-02 07:30:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
415fdd5d-c43e-442b-a14d-036965922862,cc1816db-c3dd-4c16-8ea7-18fe313472b9,2016-09-02 08:57:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
fb89debd-7078-4f1a-aeab-ffbf5b90697b,6faa20a4-1e8f-43a8-9a45-33ae5f675190,2016-09-02 07:48:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
10df31d8-78a4-4d60-b0fe-d0d2d055f5ba,23c5eb35-05e9-4347-8854-ee86ec27393e,2016-09-02 15:21:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
d39433be-2f46-428b-ae41-f9daad795685,a57c96be-0b7a-41c6-bd9a-9330e20c497a,2016-09-02 11:24:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
eb0fc437-a297-40ef-8460-98468a799c10,5bbca380-854e-47a4-ae5c-fd631650a115,2016-09-02 07:03:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
e5ac72c7-674c-4348-805f-7ce41f874b68,f3feb7f9-9069-4fd7-be91-3800d1307935,2016-09-02 11:22:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1200,72,1272
b394cc97-c165-402d-8c9e-a6a34f18fdab,3483e39a-260f-4974-9366-50c2d833307f,2016-09-02 08:02:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
7157be03-d258-4f63-b0c7-9985a1fd7af6,0b4a904c-b6d7-4355-b1ff-3744b3831112,2016-09-02 13:54:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
a43699ee-f529-4285-a83e-d0b238e0dece,3c7a4cde-d92b-4d90-a731-9c0461ae8c90,2016-09-02 07:38:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
2a54eff5-4fee-4db3-807f-548d02ee9469,9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,2016-09-02 07:52:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
11dd2378-c12e-4d92-bb4c-3d7ee7caa1a7,bbe9e834-7071-42d6-8970-aa7301b72ec2,2016-09-02 15:46:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1800,108,1908
16f23265-0b89-4b94-8695-d144c83ad904,a311b0c8-1b63-4405-8097-09a984512389,2016-09-02 08:30:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
fdb91fc1-c9c7-446d-b8f9-7440513c4c5e,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,2016-09-02 07:00:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
cb1d6753-3c85-4266-9202-cc6aa97d98b4,d6de888a-0aee-4f77-a7d4-daba8f0da415,2016-09-02 08:31:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
556326ba-9b78-4272-aacf-d158bf728421,0d2974c5-d4de-4163-bf27-73d86a77b048,2016-09-02 07:30:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
ca34757c-b5bb-4f8c-8c77-f5132a28e863,dc634429-12c2-417d-b460-f3ed4903d539,2016-09-02 16:31:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
00702550-b488-4e28-a7b9-87d5d4fd2ddd,2bdeb3b7-a894-4fcf-8218-e41167bc557e,2016-09-02 15:56:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2100,126,2226
3dcb74ef-ef12-465a-8da1-b51cffd8ab97,84f816bd-12e2-4633-a419-fc80705977e6,2016-09-02 08:14:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
cfc101a4-4e6f-4ad9-9a9b-460b51328599,0bb6fcf3-0741-4179-af46-d26c45b77171,2016-09-02 07:28:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
0c1c13ac-f63a-471f-9ec7-57af06e95290,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,2016-09-02 11:10:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
3ecf23ff-fd13-46b5-97a4-728e9a430a71,9db0e79f-fdea-4290-ba7b-114141f33d1f,2016-09-02 13:19:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
b06224d5-c491-457e-bc83-2d3e019ef06b,5ed25035-4723-4154-823d-a8c8b4c02e51,2016-09-02 15:24:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
0dac93fd-9e57-44db-98b7-ed54e410a56e,2a2c365a-ac9d-4106-a494-678e09ae412c,2016-09-02 14:12:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1400,84,1484
264aabc3-ba45-449c-a463-b5f3a7890a7f,d47a83f3-a765-4a20-b40c-e0993cf00e4f,2016-09-02 08:11:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
1144d93e-2a66-4823-a82b-97f408476cbe,a970776b-59ce-47ec-9e77-946229a8be45,2016-09-02 16:57:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
87e8bce0-600b-4a45-9cf3-264939562917,fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,2016-09-02 12:29:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1700,102,1802
807156dc-f46e-4523-9431-2fc2b159bb40,132425e2-d22d-43aa-a372-e3d9bfd77f8c,2016-09-02 08:11:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
aee7a43a-9096-4401-a2ea-361eb43b450d,cee4269a-3771-43d9-adc4-762ba3bc1782,2016-09-02 15:25:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
a1d34587-2cbe-4aa0-adc1-140106b2fd3e,848485f0-198f-4efa-8335-707db71a7434,2016-09-02 07:27:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
8714801d-c80a-4927-8969-61c391c57cc4,4dc2aa9c-8633-4861-b795-5b285cf76a1f,2016-09-02 07:10:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
2c6108a4-ac1c-4bc7-acec-865e71f8893b,9bac4be0-d703-4f1d-a088-1bdb362d3246,2016-09-02 07:53:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
97b4844d-21fc-43e9-8a5f-3ba141ccceba,1435b563-f156-4cd8-9f3d-6224260e26a4,2016-09-02 14:12:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2000,120,2120
09c0cd3d-5550-4c41-86ea-c03f9bdc77d2,58491188-36e5-4fb3-ab3b-514e78a270a6,2016-09-02 14:46:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1700,102,1802
589366dc-f29b-48f9-988e-e452a9ee926c,b4413ac0-2fc9-4c91-b188-71c109d9be8f,2016-09-02 08:33:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
e9e817ac-eea6-4d10-a2f9-0ecab090ef90,2dbed2c3-1c68-4b90-a343-39b51de57b45,2016-09-02 13:45:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1000,60,1060
b6198c8c-8b00-464b-b4e9-7b3bc5000a71,5fccc95a-c30f-4525-a4a6-43861baae99a,2016-09-02 08:35:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
0d611e00-bbdf-4c56-8eac-8a2838289dad,b0da7a9b-77d7-407d-8506-51705503fa05,2016-09-02 07:31:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
c6db0933-4afb-45f6-916f-eaa297ec3629,c5dde410-2c70-486e-bb0d-974b2798825b,2016-09-02 16:13:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
49f313ae-2fba-49f5-be51-0dff91cfbfa1,5d59a09d-7696-4e1b-a171-abe3b79fff2d,2016-09-02 08:03:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
24d8b4f3-8569-4609-8073-a455dc5a4ca4,b27a07f1-ddf4-4134-9f7d-1b1ac869b110,2016-09-02 12:58:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
c6998627-0838-466e-a335-d32c55fd1748,2609004e-90a8-450e-98f3-5ebc16841cd5,2016-09-02 08:57:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
ace36e8d-b57e-4395-b348-c1c5234cc4ac,16e8d4f8-2451-446f-a254-3bc68e40621b,2016-09-02 07:00:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1500,89,1589
899ec395-7d28-40df-8914-730e4ae41df7,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,2016-09-02 07:53:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
b252d44c-8bf2-49db-9614-2336f503d594,43217606-3354-4bb8-b967-c358331d8375,2016-09-02 12:31:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2100,126,2226
517db02e-20a2-4e7c-a045-ac04c8d03713,2a0095cd-099e-45f3-a8ed-241dbe5cde18,2016-09-03 11:04:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1600,96,1696
c44e3365-cb98-410a-bb26-e711cffa2434,05fae288-07c2-4e99-a945-fa3fbfa123ed,2016-09-03 08:35:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
528273e8-4c5b-4f98-91c2-31dfb99d3e00,bbfdba43-2871-4e95-84d9-e2ff45960e7d,2016-09-03 12:39:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
c169c144-b139-401b-a598-2ce107b479b1,2030e11b-f809-402e-8a1e-00aa3cb751da,2016-09-03 11:40:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,2400,144,2544
fcd8e1df-2f22-4a7f-bff6-3b785500ef4c,2660b7ac-6c46-4392-8ddc-26194c532341,2016-09-03 09:20:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
3a6fd06f-c475-4fb7-8c4a-d195b994120a,2480125c-2d37-405c-96b9-ca32b2c75b33,2016-09-03 08:10:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
7e2c4388-0189-4184-96aa-666f84ab1f0e,861181e6-5d97-48a8-bbe4-226caa976140,2016-09-03 08:57:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
ae0c7118-f01c-4097-a2c6-221b18286e60,3f1fc492-e8ed-4840-97a0-a56592fdc1d9,2016-09-03 12:15:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
ebecddda-37b7-499c-b8b7-0db576b6add3,c90ea8ef-05ef-4528-bb65-06a8180093d8,2016-09-03 09:21:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,3700,221,3921
7af6be24-b2b1-4139-817c-7757d7c8a793,9d37a85b-84b4-486d-b852-fd896a50fbf6,2016-09-03 12:01:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,5300,318,5618
ce5abb30-33b5-4b3f-aa96-7f86e6d6f4e5,92bac428-565b-4fba-a911-e9f3dc3c5ad8,2016-09-03 13:53:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
48fbd12a-9951-4476-87b1-4d7703d27e9c,9aaa8391-995f-4006-8413-c590098fc46a,2016-09-03 13:07:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
9060ac2b-4feb-4b4b-ad19-e7a445edaaa0,bacd6bed-844e-4650-8181-7f73dd1352e2,2016-09-03 13:08:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,3100,186,3286
303965c1-766f-4107-8c5a-52a7d63247e5,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,2016-09-03 08:57:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
da1981bc-ca9c-4d17-a255-b49b5fbe45ce,2a2c365a-ac9d-4106-a494-678e09ae412c,2016-09-03 11:38:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,1900,113,2013
5dcd1dc2-bf9e-485a-86aa-3e78dee5a41a,9eac28b8-2264-4e48-9c2c-b3f7384bc20a,2016-09-03 09:20:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,3700,221,3921
d9bc17c1-5dff-4aa5-8927-c54ad0bdb6e9,848485f0-198f-4efa-8335-707db71a7434,2016-09-03 08:28:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
0e4e0200-d39d-401f-beb0-89f3a21ced87,0872893c-bf01-4853-b91f-a1cc0263fedf,2016-09-03 09:04:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
03389654-7e1b-446b-ac68-266cc5be866b,b27a07f1-ddf4-4134-9f7d-1b1ac869b110,2016-09-03 11:47:00.000,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
